"[reporter]","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners"
,,,,,,,,,,,"111","12","294","11","181","17","72","9","137","15"
,,,,,,,,,,,"112","12","294","11","178","17","70","9","136","15"
,,,,,,,,,,,"112","12","297","11","179","17","70","9","141","15"
,,,,,,,,,,,"112","12","297","11","179","17","67","9","142","15"
,,,,,,,,,,,"112","12","299","11","180","17","67","9","145","15"
,,,,,,,,,,,"112","12","294","11","180","17","67","9","144","15"
,,,,,,,,,,,"111","12","295","11","180","17","66","9","145","15"
,,,,,,,,,,,"110","12","295","11","179","17","66","9","146","15"
,,,,,,,,,,,"109","12","295","11","179","17","66","9","146","15"
,,,,,,,,,,,"109","12","294","11","179","17","66","9","145","15"
,,,,,,,,,,,"109","12","293","11","181","17","65","9","145","15"
,,,,,,,,,,,"109","12","292","11","181","17","65","9","147","15"
,,,,,,,,,,,"109","12","295","11","183","17","67","9","146","15"
,,,,,,,,,,,"107","12","296","11","185","17","69","9","144","15"
,,,,,,,,,,,"107","12","294","11","187","17","69","9","145","15"
,,,,,,,,,,,"109","12","294","11","189","17","70","9","144","15"
,,,,,,,,,,,"109","12","296","11","190","17","69","9","145","15"
,,,,,,,,,,,"110","12","298","11","191","17","67","9","143","15"
,,,,,,,,,,,"110","12","295","11","191","17","68","9","143","15"
,,,,,,,,,,,"111","12","296","11","191","17","68","9","145","15"
,,,,,,,,,,,"110","12","298","11","191","17","68","9","146","15"
,,,,,,,,,,,"110","12","298","11","189","17","70","9","148","15"
,,,,,,,,,,,"109","12","297","11","189","17","70","9","149","15"
,,,,,,,,,,,"109","12","298","11","191","17","70","9","149","15"
,,,,,,,,,,,"111","12","296","11","192","17","71","9","151","15"
,,,,,,,,,,,"111","12","296","11","189","17","71","9","151","15"
,,,,,,,,,,,"109","12","297","11","189","17","73","9","150","15"
,,,,,,,,,,,"110","12","296","11","192","17","73","9","149","15"
,,,,,,,,,,,"110","12","295","11","191","17","74","9","146","15"
,,,,,,,,,,,"108","12","290","11","192","17","74","9","146","15"
,,,,,,,,,,,"106","12","290","11","192","17","73","9","146","15"
,,,,,,,,,,,"106","12","288","11","193","17","73","9","143","15"
,,,,,,,,,,,"105","12","291","11","190","17","72","9","143","15"
,,,,,,,,,,,"105","12","292","11","190","17","72","9","142","15"
,,,,,,,,,,,"106","12","294","11","190","17","71","9","142","15"
,,,,,,,,,,,"107","12","294","11","191","17","70","9","140","15"
,,,,,,,,,,,"107","12","294","11","191","17","72","9","139","15"
,,,,,,,,,,,"108","12","294","11","190","17","72","9","137","15"
,,,,,,,,,,,"108","12","295","11","191","17","72","9","137","15"
,,,,,,,,,,,"110","12","295","11","190","17","72","9","136","15"
,,,,,,,,,,,"110","12","291","11","188","17","69","9","136","15"
,,,,,,,,,,,"111","12","287","11","190","17","68","9","136","15"
,,,,,,,,,,,"110","12","285","11","189","17","67","9","136","15"
,,,,,,,,,,,"111","12","284","11","189","17","67","9","137","15"
,,,,,,,,,,,"110","12","279","11","188","17","65","9","137","15"
,,,,,,,,,,,"109","12","278","11","187","17","65","9","138","15"
,,,,,,,,,,,"110","12","279","11","187","17","65","9","139","15"
,,,,,,,,,,,"108","12","281","11","189","17","67","9","141","15"
,,,,,,,,,,,"108","12","284","11","188","17","67","9","138","15"
,,,,,,,,,,,"110","12","285","11","191","17","68","9","139","15"
,,,,,,,,,,,"112","12","285","11","192","17","70","9","141","15"
,,,,,,,,,,,"112","12","287","11","196","17","69","9","139","15"
,,,,,,,,,,,"111","12","288","11","199","17","71","9","139","15"
,,,,,,,,,,,"110","12","290","11","201","17","70","9","137","15"
,,,,,,,,,,,"109","12","292","11","201","17","68","9","139","15"
,,,,,,,,,,,"108","12","291","11","203","17","69","9","138","15"
,,,,,,,,,,,"106","12","290","11","203","17","69","9","136","15"
,,,,,,,,,,,"105","12","286","11","204","17","68","9","137","15"
,,,,,,,,,,,"105","12","284","11","203","17","68","9","137","15"
,,,,,,,,,,,"103","12","283","11","202","17","65","9","138","15"
,,,,,,,,,,,"105","12","285","11","201","17","64","9","138","15"
,,,,,,,,,,,"107","12","279","11","202","17","66","9","138","15"
,,,,,,,,,,,"108","12","277","11","202","17","65","9","138","15"
,,,,,,,,,,,"107","12","276","11","202","17","65","9","140","15"
,,,,,,,,,,,"106","12","277","11","203","17","65","9","141","15"
,,,,,,,,,,,"104","12","275","11","205","17","65","9","140","15"
,,,,,,,,,,,"105","12","274","11","203","17","64","9","140","15"
,,,,,,,,,,,"104","12","274","11","202","17","63","9","141","15"
,,,,,,,,,,,"103","12","274","11","201","17","63","9","140","15"
,,,,,,,,,,,"103","12","277","11","202","17","63","9","141","15"
,,,,,,,,,,,"103","12","275","11","204","17","63","9","141","15"
,,,,,,,,,,,"104","12","276","11","204","17","64","9","141","15"
,,,,,,,,,,,"104","12","275","11","208","17","63","9","142","15"
,,,,,,,,,,,"104","12","277","11","211","17","62","9","142","15"
,,,,,,,,,,,"103","12","275","11","210","17","62","9","139","15"
,,,,,,,,,,,"102","12","275","11","209","17","62","9","137","15"
,,,,,,,,,,,"103","12","274","11","208","17","61","9","136","15"
,,,,,,,,,,,"102","12","278","11","208","17","61","9","138","15"
,,,,,,,,,,,"102","12","280","11","208","17","61","9","139","15"
,,,,,,,,,,,"101","12","281","11","212","17","61","9","139","15"
,,,,,,,,,,,"105","12","280","11","212","17","61","9","139","15"
,,,,,,,,,,,"103","12","280","11","213","17","60","9","140","15"
,,,,,,,,,,,"100","12","279","11","216","17","60","9","142","15"
,,,,,,,,,,,"100","12","280","11","218","17","59","9","140","15"
,,,,,,,,,,,"101","12","280","11","219","17","59","9","140","15"
,,,,,,,,,,,"101","12","281","11","217","17","59","9","139","15"
,,,,,,,,,,,"102","12","283","11","216","17","59","9","136","15"
,,,,,,,,,,,"102","12","283","11","217","17","59","9","137","15"
,,,,,,,,,,,"103","12","283","11","216","17","60","9","138","15"
,,,,,,,,,,,"103","12","285","11","214","17","61","9","139","15"
,,,,,,,,,,,"103","12","285","11","216","17","61","9","139","15"
,,,,,,,,,,,"102","12","286","11","213","17","59","9","139","15"
,,,,,,,,,,,"102","12","286","11","214","17","59","9","137","15"
,,,,,,,,,,,"103","12","286","11","215","17","59","9","137","15"
,,,,,,,,,,,"102","12","284","11","214","17","59","9","136","15"
,,,,,,,,,,,"104","12","284","11","215","17","59","9","136","15"
,,,,,,,,,,,"105","12","287","11","216","17","58","9","138","15"
,,,,,,,,,,,"106","12","284","11","215","17","58","9","136","15"
,,,,,,,,,,,"107","12","282","11","215","17","57","9","135","15"
,,,,,,,,,,,"106","12","282","11","216","17","57","9","134","15"
,,,,,,,,,,,"107","12","279","11","217","17","58","9","133","15"
,,,,,,,,,,,"105","12","275","11","218","17","58","9","133","15"
,,,,,,,,,,,"104","12","275","11","216","17","58","9","134","15"
,,,,,,,,,,,"104","12","276","11","219","17","57","9","133","15"
,,,,,,,,,,,"104","12","276","11","217","17","56","9","133","15"
,,,,,,,,,,,"104","12","273","11","217","17","57","9","135","15"
,,,,,,,,,,,"103","12","274","11","216","17","57","9","135","15"
,,,,,,,,,,,"103","12","271","11","215","17","58","9","136","15"
,,,,,,,,,,,"104","12","269","11","211","17","60","9","136","15"
,,,,,,,,,,,"103","12","269","11","212","17","62","9","136","15"
,,,,,,,,,,,"103","12","272","11","212","17","62","9","134","15"
,,,,,,,,,,,"102","12","271","11","211","17","62","9","135","15"
,,,,,,,,,,,"101","12","271","11","211","17","60","9","134","15"
,,,,,,,,,,,"100","12","272","11","215","17","60","9","134","15"
,,,,,,,,,,,"99","12","270","11","211","17","61","9","134","15"
,,,,,,,,,,,"97","12","277","11","211","17","61","9","135","15"
,,,,,,,,,,,"97","12","278","11","212","17","61","9","134","15"
,,,,,,,,,,,"97","12","279","11","214","17","60","9","134","15"
,,,,,,,,,,,"96","12","280","11","215","17","59","9","133","15"
,,,,,,,,,,,"97","12","280","11","214","17","58","9","134","15"
,,,,,,,,,,,"96","12","282","11","214","17","60","9","136","15"
,,,,,,,,,,,"95","12","283","11","215","17","60","9","134","15"
,,,,,,,,,,,"96","12","284","11","217","17","59","9","133","15"
,,,,,,,,,,,"96","12","286","11","217","17","58","9","132","15"
,,,,,,,,,,,"97","12","286","11","219","17","59","9","132","15"
,,,,,,,,,,,"97","12","287","11","219","17","59","9","130","15"
,,,,,,,,,,,"95","12","288","11","220","17","60","9","130","15"
,,,,,,,,,,,"97","12","288","11","219","17","61","9","132","15"
,,,,,,,,,,,"96","12","287","11","221","17","61","9","133","15"
,,,,,,,,,,,"98","12","287","11","221","17","60","9","130","15"
,,,,,,,,,,,"99","12","289","11","224","17","61","9","132","15"
,,,,,,,,,,,"98","12","289","11","224","17","62","9","130","15"
,,,,,,,,,,,"98","12","285","11","225","17","62","9","130","15"
,,,,,,,,,,,"99","12","286","11","225","17","62","9","129","15"
,,,,,,,,,,,"100","12","285","11","224","17","62","9","128","15"
,,,,,,,,,,,"101","12","283","11","224","17","62","9","128","15"
,,,,,,,,,,,"101","12","285","11","223","17","62","9","129","15"
,,,,,,,,,,,"101","12","289","11","223","17","63","9","129","15"
,,,,,,,,,,,"103","12","288","11","222","17","63","9","129","15"
,,,,,,,,,,,"105","12","286","11","221","17","62","9","128","15"
,,,,,,,,,,,"105","12","287","11","221","17","60","9","126","15"
,,,,,,,,,,,"106","12","288","11","218","17","60","9","124","15"
,,,,,,,,,,,"104","12","290","11","216","17","60","9","124","15"
,,,,,,,,,,,"104","12","289","11","212","17","60","9","125","15"
,,,,,,,,,,,"104","12","291","11","212","17","59","9","124","15"
,,,,,,,,,,,"104","12","288","11","213","17","60","9","125","15"
,,,,,,,,,,,"103","12","288","11","210","17","60","9","122","15"
,,,,,,,,,,,"103","12","286","11","207","17","60","9","120","15"
,,,,,,,,,,,"103","12","289","11","211","17","61","9","121","15"
,,,,,,,,,,,"104","12","292","11","213","17","61","9","120","15"
,,,,,,,,,,,"104","12","291","11","211","17","60","9","122","15"
,,,,,,,,,,,"102","12","292","11","211","17","59","9","123","15"
,,,,,,,,,,,"102","12","293","11","212","17","59","9","122","15"
,,,,,,,,,,,"102","12","296","11","213","17","58","9","125","15"
,,,,,,,,,,,"104","12","297","11","216","17","58","9","124","15"
,,,,,,,,,,,"104","12","293","11","217","17","59","9","124","15"
,,,,,,,,,,,"104","12","293","11","217","17","59","9","126","15"
,,,,,,,,,,,"104","12","291","11","218","17","60","9","127","15"
,,,,,,,,,,,"104","12","292","11","216","17","60","9","128","15"
,,,,,,,,,,,"105","12","292","11","215","17","60","9","127","15"
,,,,,,,,,,,"106","12","292","11","216","17","59","9","128","15"
,,,,,,,,,,,"106","12","292","11","218","17","59","9","127","15"
,,,,,,,,,,,"106","12","291","11","221","17","57","9","128","15"
,,,,,,,,,,,"106","12","295","11","219","17","57","9","126","15"
,,,,,,,,,,,"106","12","293","11","221","17","56","9","124","15"
,,,,,,,,,,,"106","12","294","11","221","17","54","9","123","15"
,,,,,,,,,,,"105","12","293","11","222","17","54","9","122","15"
,,,,,,,,,,,"104","12","293","11","220","17","54","9","122","15"
,,,,,,,,,,,"104","12","292","11","222","17","54","9","123","15"
,,,,,,,,,,,"104","12","287","11","221","17","53","9","123","15"
,,,,,,,,,,,"105","12","287","11","217","17","53","9","123","15"
,,,,,,,,,,,"104","12","284","11","217","17","53","9","122","15"
,,,,,,,,,,,"106","12","282","11","218","17","53","9","122","15"
,,,,,,,,,,,"105","12","281","11","219","17","53","9","120","15"
,,,,,,,,,,,"104","12","280","11","218","17","53","9","120","15"
,,,,,,,,,,,"104","12","281","11","212","17","53","9","122","15"
,,,,,,,,,,,"103","12","280","11","213","17","52","9","122","15"
,,,,,,,,,,,"101","12","277","11","212","17","52","9","126","15"
,,,,,,,,,,,"104","12","277","11","212","17","54","9","126","15"
,,,,,,,,,,,"103","12","277","11","212","17","55","9","127","15"
,,,,,,,,,,,"103","12","275","11","212","17","55","9","125","15"
,,,,,,,,,,,"103","12","273","11","214","17","54","9","125","15"
,,,,,,,,,,,"104","12","273","11","215","17","55","9","124","15"
,,,,,,,,,,,"105","12","273","11","215","17","56","9","122","15"
,,,,,,,,,,,"102","12","277","11","215","17","55","9","123","15"
,,,,,,,,,,,"104","12","277","11","215","17","55","9","124","15"
,,,,,,,,,,,"104","12","277","11","215","17","55","9","127","15"
,,,,,,,,,,,"103","12","273","11","215","17","56","9","127","15"
,,,,,,,,,,,"106","12","275","11","217","17","55","9","127","15"
,,,,,,,,,,,"107","12","275","11","220","17","55","9","124","15"
,,,,,,,,,,,"110","12","274","11","221","17","55","9","123","15"
,,,,,,,,,,,"110","12","276","11","222","17","55","9","123","15"
,,,,,,,,,,,"110","12","278","11","225","17","54","9","123","15"
,,,,,,,,,,,"111","12","276","11","231","17","52","9","122","15"
,,,,,,,,,,,"113","12","280","11","231","17","53","9","122","15"
,,,,,,,,,,,"114","12","281","11","231","17","52","9","121","15"
,,,,,,,,,,,"114","12","282","11","229","17","54","9","121","15"
,,,,,,,,,,,"115","12","282","11","229","17","54","9","120","15"
,,,,,,,,,,,"115","12","284","11","231","17","53","9","117","15"
,,,,,,,,,,,"115","12","286","11","233","17","53","9","117","15"
,,,,,,,,,,,"116","12","287","11","233","17","52","9","116","15"
,,,,,,,,,,,"118","12","288","11","231","17","52","9","118","15"
,,,,,,,,,,,"118","12","283","11","230","17","54","9","117","15"
,,,,,,,,,,,"119","12","283","11","229","17","54","9","115","15"
,,,,,,,,,,,"118","12","282","11","229","17","54","9","116","15"
,,,,,,,,,,,"120","12","281","11","230","17","54","9","116","15"
,,,,,,,,,,,"122","12","284","11","229","17","54","9","115","15"
,,,,,,,,,,,"124","12","284","11","231","17","53","9","114","15"
,,,,,,,,,,,"126","12","285","11","231","17","52","9","114","15"
,,,,,,,,,,,"125","12","288","11","230","17","52","9","114","15"
,,,,,,,,,,,"124","12","292","11","227","17","52","9","114","15"
,,,,,,,,,,,"123","12","291","11","228","17","52","9","115","15"
,,,,,,,,,,,"122","12","292","11","231","17","53","9","117","15"
,,,,,,,,,,,"124","12","292","11","231","17","55","9","117","15"
,,,,,,,,,,,"122","12","294","11","229","17","54","9","118","15"
,,,,,,,,,,,"123","12","296","11","231","17","52","9","120","15"
,,,,,,,,,,,"123","12","297","11","233","17","53","9","119","15"
,,,,,,,,,,,"123","12","295","11","232","17","52","9","120","15"
,,,,,,,,,,,"122","12","292","11","234","17","52","9","117","15"
,,,,,,,,,,,"121","12","290","11","236","17","52","9","116","15"
,,,,,,,,,,,"120","12","288","11","235","17","51","9","116","15"
,,,,,,,,,,,"120","12","287","11","236","17","50","9","117","15"
,,,,,,,,,,,"123","12","286","11","235","17","50","9","120","15"
,,,,,,,,,,,"123","12","287","11","237","17","52","9","119","15"
,,,,,,,,,,,"124","12","283","11","235","17","52","9","120","15"
,,,,,,,,,,,"122","12","280","11","234","17","50","9","121","15"
,,,,,,,,,,,"120","12","278","11","234","17","50","9","123","15"
,,,,,,,,,,,"121","12","276","11","238","17","50","9","124","15"
,,,,,,,,,,,"122","12","277","11","237","17","49","9","124","15"
,,,,,,,,,,,"123","12","280","11","238","17","49","9","124","15"
,,,,,,,,,,,"122","12","280","11","235","17","49","9","123","15"
,,,,,,,,,,,"123","12","282","11","234","17","49","9","124","15"
,,,,,,,,,,,"123","12","282","11","231","17","49","9","122","15"
,,,,,,,,,,,"122","12","282","11","231","17","50","9","123","15"
,,,,,,,,,,,"123","12","282","11","231","17","50","9","121","15"
,,,,,,,,,,,"123","12","285","11","231","17","50","9","123","15"
,,,,,,,,,,,"126","12","283","11","230","17","50","9","121","15"
,,,,,,,,,,,"125","12","287","11","226","17","50","9","120","15"
,,,,,,,,,,,"126","12","289","11","228","17","51","9","120","15"
,,,,,,,,,,,"122","12","288","11","228","17","51","9","120","15"
,,,,,,,,,,,"123","12","291","11","228","17","51","9","121","15"
,,,,,,,,,,,"123","12","291","11","228","17","51","9","123","15"
,,,,,,,,,,,"124","12","291","11","227","17","51","9","123","15"
,,,,,,,,,,,"124","12","292","11","227","17","52","9","122","15"
,,,,,,,,,,,"123","12","291","11","228","17","53","9","122","15"
,,,,,,,,,,,"122","12","293","11","231","17","53","9","122","15"
,,,,,,,,,,,"120","12","293","11","231","17","54","9","123","15"
,,,,,,,,,,,"121","12","293","11","231","17","55","9","121","15"
,,,,,,,,,,,"121","12","292","11","232","17","54","9","121","15"
,,,,,,,,,,,"119","12","293","11","233","17","54","9","121","15"
,,,,,,,,,,,"119","12","291","11","237","17","56","9","121","15"
,,,,,,,,,,,"120","12","291","11","236","17","56","9","120","15"
,,,,,,,,,,,"120","12","291","11","239","17","57","9","120","15"
,,,,,,,,,,,"119","12","294","11","241","17","58","9","120","15"
,,,,,,,,,,,"120","12","295","10","244","17","58","9","120","15"
,,,,,,,,,,,"120","12","298","10","242","17","59","9","123","15"
,,,,,,,,,,,"119","12","298","10","241","17","59","9","123","15"
,,,,,,,,,,,"118","12","293","10","241","17","59","9","122","15"
,,,,,,,,,,,"117","12","292","10","239","17","58","9","123","15"
,,,,,,,,,,,"117","12","289","10","239","17","58","9","123","15"
,,,,,,,,,,,"118","12","289","10","238","17","58","9","122","15"
,,,,,,,,,,,"116","12","294","10","242","17","58","9","123","15"
,,,,,,,,,,,"116","12","293","10","244","17","58","9","122","15"
,,,,,,,,,,,"116","12","291","10","243","17","59","9","122","15"
,,,,,,,,,,,"115","12","292","10","244","17","60","9","123","15"
,,,,,,,,,,,"114","12","292","10","246","17","60","9","123","15"
,,,,,,,,,,,"114","12","292","10","245","16","60","9","122","15"
,,,,,,,,,,,"113","12","293","10","246","16","60","9","123","15"
,,,,,,,,,,,"114","12","290","10","245","16","59","9","124","15"
,,,,,,,,,,,"115","12","290","10","245","16","61","9","124","15"
,,,,,,,,,,,"114","12","296","10","245","16","61","9","125","15"
,,,,,,,,,,,"116","12","296","10","245","16","61","9","124","15"
,,,,,,,,,,,"116","12","298","10","242","16","61","9","124","15"
,,,,,,,,,,,"117","12","297","10","243","16","60","9","125","15"
,,,,,,,,,,,"116","12","294","10","247","16","59","9","126","15"
,,,,,,,,,,,"116","12","294","10","247","16","58","9","127","15"
,,,,,,,,,,,"118","12","293","10","248","16","58","9","126","15"
,,,,,,,,,,,"118","12","293","10","248","16","58","9","126","15"
,,,,,,,,,,,"118","12","293","10","247","16","58","9","125","15"
,,,,,,,,,,,"116","12","291","10","248","16","58","9","126","15"
,,,,,,,,,,,"116","12","296","10","249","16","59","9","124","15"
,,,,,,,,,,,"118","12","295","10","249","16","60","9","124","15"
,,,,,,,,,,,"118","12","295","10","250","16","61","9","126","15"
,,,,,,,,,,,"119","12","294","10","250","16","61","9","125","15"
,,,,,,,,,,,"119","12","293","10","250","16","59","9","126","15"
,,,,,,,,,,,"119","12","290","10","249","16","59","9","127","15"
,,,,,,,,,,,"119","12","291","10","248","16","59","9","129","15"
,,,,,,,,,,,"120","12","291","10","248","16","60","9","129","15"
,,,,,,,,,,,"121","12","292","10","249","16","60","9","125","15"
,,,,,,,,,,,"121","12","293","10","247","16","60","9","125","15"
,,,,,,,,,,,"123","12","293","10","250","16","60","9","124","15"
,,,,,,,,,,,"122","12","290","10","248","16","61","9","122","15"
,,,,,,,,,,,"121","12","286","10","247","16","61","9","120","15"
,,,,,,,,,,,"122","12","284","10","246","16","62","9","119","15"
,,,,,,,,,,,"120","12","285","10","244","16","61","9","119","15"
,,,,,,,,,,,"118","12","285","10","241","16","60","9","119","15"
,,,,,,,,,,,"116","12","284","10","241","16","61","9","120","15"
,,,,,,,,,,,"117","12","282","10","243","16","60","9","120","15"
,,,,,,,,,,,"117","12","283","10","240","16","62","9","119","15"
,,,,,,,,,,,"118","12","281","10","240","16","60","9","119","15"
,,,,,,,,,,,"115","12","280","10","242","16","59","9","117","15"
,,,,,,,,,,,"115","12","282","10","241","16","61","9","117","15"
,,,,,,,,,,,"115","12","283","10","240","16","61","9","117","15"
,,,,,,,,,,,"114","12","282","10","244","16","61","9","120","15"
,,,,,,,,,,,"113","12","281","10","245","16","61","9","122","15"
,,,,,,,,,,,"114","12","284","10","243","16","60","9","123","15"
,,,,,,,,,,,"117","12","283","10","243","16","60","9","125","15"
,,,,,,,,,,,"116","12","280","10","245","16","61","9","125","15"
,,,,,,,,,,,"119","12","280","10","246","16","61","9","127","15"
,,,,,,,,,,,"117","12","281","10","247","16","60","9","124","15"
,,,,,,,,,,,"116","12","278","10","249","16","60","9","126","15"
,,,,,,,,,,,"117","12","280","10","249","16","61","9","126","15"
,,,,,,,,,,,"116","12","279","10","249","16","61","9","126","15"
,,,,,,,,,,,"117","12","277","10","247","16","62","9","126","15"
,,,,,,,,,,,"118","12","280","10","248","16","61","9","129","15"
,,,,,,,,,,,"118","12","279","10","250","16","61","9","130","15"
,,,,,,,,,,,"118","12","280","10","250","16","59","9","131","15"
,,,,,,,,,,,"118","12","282","10","248","16","58","9","132","15"
,,,,,,,,,,,"120","12","283","10","245","16","58","9","132","15"
,,,,,,,,,,,"119","12","281","10","242","16","58","9","132","15"
,,,,,,,,,,,"120","12","281","10","242","16","58","9","129","15"
,,,,,,,,,,,"119","12","282","10","241","16","58","9","127","15"
,,,,,,,,,,,"120","12","285","10","241","16","58","9","127","15"
,,,,,,,,,,,"121","12","288","10","238","16","58","9","126","15"
,,,,,,,,,,,"121","12","293","10","236","16","58","9","126","15"
,,,,,,,,,,,"122","12","297","10","235","16","59","9","127","15"
,,,,,,,,,,,"122","12","295","10","234","16","60","9","127","15"
,,,,,,,,,,,"123","12","293","10","234","16","60","9","126","15"
,,,,,,,,,,,"123","12","290","10","234","16","60","9","125","15"
,,,,,,,,,,,"122","12","286","10","237","16","59","9","128","15"
,,,,,,,,,,,"124","12","287","10","236","16","58","9","128","15"
,,,,,,,,,,,"124","12","288","10","235","16","57","9","128","15"
,,,,,,,,,,,"125","12","286","10","233","16","56","9","129","15"
,,,,,,,,,,,"126","12","285","10","233","16","55","9","129","15"
,,,,,,,,,,,"126","12","287","10","232","16","54","9","129","15"
,,,,,,,,,,,"125","12","288","10","232","16","54","9","128","15"
,,,,,,,,,,,"126","12","287","10","233","16","54","9","128","15"
,,,,,,,,,,,"128","12","286","10","232","16","54","9","129","15"
,,,,,,,,,,,"128","12","286","10","235","16","54","9","130","15"
,,,,,,,,,,,"128","12","287","10","235","16","54","9","131","15"
,,,,,,,,,,,"126","12","288","10","236","16","54","9","131","15"
,,,,,,,,,,,"127","12","287","10","238","16","54","9","132","15"
,,,,,,,,,,,"126","12","289","10","241","16","53","9","132","15"
,,,,,,,,,,,"125","12","290","10","239","16","53","9","133","15"
,,,,,,,,,,,"124","12","292","10","239","16","52","9","133","15"
,,,,,,,,,,,"123","12","291","10","236","16","52","9","133","15"
,,,,,,,,,,,"124","12","289","10","236","16","52","9","133","15"
,,,,,,,,,,,"127","12","288","10","236","16","53","9","133","15"
,,,,,,,,,,,"126","12","289","10","234","16","52","9","134","15"
,,,,,,,,,,,"125","12","287","10","234","16","52","9","133","15"
,,,,,,,,,,,"125","12","290","10","234","16","53","9","133","15"
,,,,,,,,,,,"126","12","286","10","234","16","53","9","135","15"
,,,,,,,,,,,"127","12","285","10","233","16","53","8","135","15"
,,,,,,,,,,,"128","12","284","10","234","16","53","8","134","15"
,,,,,,,,,,,"129","12","286","10","235","16","53","8","133","15"
,,,,,,,,,,,"128","12","289","10","232","16","54","8","130","15"
,,,,,,,,,,,"128","12","293","10","231","16","54","8","129","15"
,,,,,,,,,,,"129","12","294","10","230","16","54","8","130","15"
,,,,,,,,,,,"128","12","292","10","231","16","54","8","130","15"
,,,,,,,,,,,"127","12","294","10","230","16","54","8","132","15"
,,,,,,,,,,,"125","12","294","10","229","16","56","8","130","15"
,,,,,,,,,,,"125","12","298","10","231","16","58","8","133","15"
,,,,,,,,,,,"124","12","298","10","232","16","60","8","134","15"
,,,,,,,,,,,"124","12","296","10","235","16","60","8","135","15"
,,,,,,,,,,,"123","12","297","10","237","16","60","8","137","15"
,,,,,,,,,,,"123","12","293","10","234","16","60","8","138","15"
,,,,,,,,,,,"124","12","294","10","236","16","61","8","136","15"
,,,,,,,,,,,"126","12","291","10","237","16","60","8","139","15"
,,,,,,,,,,,"126","12","289","10","238","16","62","8","139","15"
,,,,,,,,,,,"126","12","295","10","234","16","62","8","137","15"
,,,,,,,,,,,"126","12","291","10","235","16","61","8","137","15"
,,,,,,,,,,,"125","12","290","10","235","16","60","8","136","15"
,,,,,,,,,,,"125","12","287","10","235","16","60","8","136","15"
,,,,,,,,,,,"124","12","288","10","237","16","59","8","137","15"
,,,,,,,,,,,"124","12","285","10","239","16","59","8","137","15"
,,,,,,,,,,,"123","12","285","10","239","16","58","8","137","15"
,,,,,,,,,,,"124","12","282","10","234","16","58","8","136","15"
,,,,,,,,,,,"124","12","287","10","234","16","58","8","137","15"
,,,,,,,,,,,"124","12","285","10","230","16","58","8","137","15"
,,,,,,,,,,,"121","12","284","10","230","16","57","8","137","15"
,,,,,,,,,,,"121","12","283","10","233","16","58","8","137","15"
,,,,,,,,,,,"120","12","282","10","232","16","58","8","138","15"
,,,,,,,,,,,"122","12","281","10","236","16","58","8","138","15"
,,,,,,,,,,,"121","12","282","10","236","16","59","8","137","15"
,,,,,,,,,,,"120","12","279","10","236","16","59","8","137","15"
,,,,,,,,,,,"120","12","277","10","236","16","60","8","137","15"
,,,,,,,,,,,"119","12","280","10","238","16","60","8","137","15"
,,,,,,,,,,,"117","12","280","10","237","16","61","8","136","15"
,,,,,,,,,,,"118","12","280","10","238","16","62","8","135","15"
,,,,,,,,,,,"119","12","282","10","238","16","63","8","136","15"
,,,,,,,,,,,"118","12","281","10","239","16","63","8","133","15"
,,,,,,,,,,,"118","12","283","10","238","16","64","8","132","15"
,,,,,,,,,,,"117","12","280","10","238","16","62","8","133","15"
,,,,,,,,,,,"118","12","282","10","238","16","62","8","136","15"
,,,,,,,,,,,"120","12","284","10","239","16","63","8","135","15"
,,,,,,,,,,,"118","12","280","10","241","16","63","8","135","15"
,,,,,,,,,,,"119","12","278","10","241","16","61","8","136","15"
,,,,,,,,,,,"119","12","277","10","244","16","61","8","136","15"
,,,,,,,,,,,"119","12","279","10","241","16","60","8","137","15"
,,,,,,,,,,,"119","12","278","10","244","16","58","8","135","15"
,,,,,,,,,,,"119","12","281","10","244","16","59","8","134","15"
,,,,,,,,,,,"119","12","279","10","247","16","61","8","135","15"
,,,,,,,,,,,"119","12","278","10","248","16","62","8","135","15"
,,,,,,,,,,,"120","12","278","10","249","16","62","8","134","15"
,,,,,,,,,,,"120","12","280","10","248","16","62","8","135","15"
,,,,,,,,,,,"118","12","282","10","246","16","62","8","136","15"
,,,,,,,,,,,"120","12","283","10","243","16","62","8","138","15"
,,,,,,,,,,,"123","12","285","10","242","16","61","8","140","15"
,,,,,,,,,,,"123","12","285","10","244","16","60","8","140","15"
,,,,,,,,,,,"122","12","281","10","240","16","60","8","140","15"
,,,,,,,,,,,"122","12","279","10","237","16","60","8","140","15"
,,,,,,,,,,,"122","12","281","10","238","16","60","8","141","15"
,,,,,,,,,,,"122","12","280","10","237","16","60","8","140","15"
,,,,,,,,,,,"122","12","278","10","237","16","59","8","139","15"
,,,,,,,,,,,"121","12","278","10","238","16","59","8","138","15"
,,,,,,,,,,,"120","12","275","10","233","16","59","8","139","15"
,,,,,,,,,,,"120","12","277","10","232","16","59","8","139","15"
,,,,,,,,,,,"119","12","279","10","230","16","61","8","137","15"
,,,,,,,,,,,"122","12","279","10","226","16","61","8","137","15"
,,,,,,,,,,,"120","12","279","10","225","16","61","8","137","15"
