"[reporter]","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners"
,,,,,,,,,,,"133","10","147","3","161","6","80","6","408","13"
,,,,,,,,,,,"131","10","148","3","160","6","80","6","406","13"
,,,,,,,,,,,"132","10","147","3","158","6","79","6","404","13"
,,,,,,,,,,,"134","10","148","3","155","6","77","6","403","13"
,,,,,,,,,,,"134","10","147","3","154","6","78","6","402","13"
,,,,,,,,,,,"134","10","148","3","154","6","78","6","406","13"
,,,,,,,,,,,"135","10","147","3","154","6","78","6","402","13"
,,,,,,,,,,,"136","10","148","3","154","6","78","6","402","13"
,,,,,,,,,,,"137","10","149","3","151","6","78","6","404","13"
,,,,,,,,,,,"138","10","149","3","153","6","79","6","403","13"
,,,,,,,,,,,"140","10","150","3","153","6","78","6","400","13"
,,,,,,,,,,,"138","10","153","3","153","6","79","6","401","13"
,,,,,,,,,,,"138","10","153","3","156","6","80","6","401","13"
,,,,,,,,,,,"138","10","154","3","157","6","79","6","401","13"
,,,,,,,,,,,"137","10","156","3","158","6","80","6","403","13"
,,,,,,,,,,,"138","10","157","3","158","6","78","6","407","13"
,,,,,,,,,,,"138","10","155","3","161","6","77","6","405","13"
,,,,,,,,,,,"138","10","154","3","163","6","76","6","406","13"
,,,,,,,,,,,"138","10","154","3","164","6","77","6","409","13"
,,,,,,,,,,,"141","10","153","3","164","6","76","6","407","13"
,,,,,,,,,,,"141","10","153","3","162","6","77","6","404","13"
,,,,,,,,,,,"140","10","153","3","162","6","78","6","408","13"
,,,,,,,,,,,"138","10","154","3","164","6","80","6","408","13"
,,,,,,,,,,,"137","10","153","3","163","6","80","6","404","13"
,,,,,,,,,,,"138","10","155","3","164","6","81","6","403","13"
,,,,,,,,,,,"136","10","154","3","165","6","81","6","400","13"
,,,,,,,,,,,"136","10","154","3","164","6","81","6","397","13"
,,,,,,,,,,,"136","10","154","3","164","6","80","6","394","13"
,,,,,,,,,,,"133","10","151","3","164","6","80","6","393","13"
,,,,,,,,,,,"130","10","152","3","162","6","81","6","393","13"
,,,,,,,,,,,"129","10","153","3","163","6","81","6","389","13"
,,,,,,,,,,,"129","10","152","3","162","6","83","6","393","13"
,,,,,,,,,,,"127","10","153","3","162","6","83","6","395","13"
,,,,,,,,,,,"127","10","153","3","161","6","84","6","396","13"
,,,,,,,,,,,"129","10","153","3","160","6","83","6","395","13"
,,,,,,,,,,,"128","10","155","3","160","6","83","6","391","13"
,,,,,,,,,,,"130","10","158","3","162","6","83","6","389","13"
,,,,,,,,,,,"129","10","160","3","161","6","83","6","389","13"
,,,,,,,,,,,"128","10","159","3","162","6","83","6","387","13"
,,,,,,,,,,,"128","10","158","3","161","6","83","6","385","13"
,,,,,,,,,,,"129","10","159","3","160","6","83","6","382","13"
,,,,,,,,,,,"129","10","161","3","161","6","83","6","384","13"
,,,,,,,,,,,"127","10","161","3","160","6","83","6","380","13"
,,,,,,,,,,,"126","10","164","3","160","6","83","6","381","13"
,,,,,,,,,,,"125","10","164","3","160","6","81","6","379","13"
,,,,,,,,,,,"125","10","165","3","158","6","80","6","375","13"
,,,,,,,,,,,"125","10","166","3","156","6","80","6","373","13"
,,,,,,,,,,,"126","10","166","3","155","6","81","6","375","13"
,,,,,,,,,,,"126","10","166","3","158","6","79","6","371","13"
,,,,,,,,,,,"126","10","167","3","157","6","78","6","367","13"
,,,,,,,,,,,"127","10","166","3","154","6","78","6","368","13"
,,,,,,,,,,,"128","10","167","3","155","6","78","6","371","13"
,,,,,,,,,,,"128","10","169","3","157","6","78","6","369","13"
,,,,,,,,,,,"129","10","171","3","154","6","79","6","368","13"
,,,,,,,,,,,"131","10","171","3","155","6","80","6","367","13"
,,,,,,,,,,,"130","10","173","3","155","6","81","6","365","13"
,,,,,,,,,,,"130","10","173","3","155","6","80","6","365","13"
,,,,,,,,,,,"130","10","173","3","157","6","78","6","365","13"
,,,,,,,,,,,"130","10","175","3","156","6","80","6","362","13"
,,,,,,,,,,,"130","10","174","3","158","6","80","6","365","13"
,,,,,,,,,,,"131","10","176","3","155","6","80","6","363","13"
,,,,,,,,,,,"130","10","175","3","155","6","80","6","360","13"
,,,,,,,,,,,"130","10","174","3","156","6","80","6","359","13"
,,,,,,,,,,,"132","10","174","3","158","6","79","6","358","13"
,,,,,,,,,,,"132","10","175","3","160","6","80","6","357","13"
,,,,,,,,,,,"131","10","175","3","160","6","80","6","358","13"
,,,,,,,,,,,"133","10","174","3","160","6","80","6","359","13"
,,,,,,,,,,,"134","10","172","3","161","6","79","6","358","13"
,,,,,,,,,,,"134","10","173","3","160","6","81","6","352","13"
,,,,,,,,,,,"134","10","174","3","160","6","81","6","355","13"
,,,,,,,,,,,"137","10","177","3","158","6","81","6","353","13"
,,,,,,,,,,,"137","10","177","3","158","6","81","6","353","13"
,,,,,,,,,,,"137","10","175","3","157","6","78","6","351","13"
,,,,,,,,,,,"137","10","172","3","157","6","77","6","351","13"
,,,,,,,,,,,"137","10","173","3","157","6","78","6","351","13"
,,,,,,,,,,,"138","10","174","3","157","6","78","6","353","13"
,,,,,,,,,,,"136","10","173","3","158","6","78","6","350","13"
,,,,,,,,,,,"136","10","168","3","157","6","77","6","350","13"
,,,,,,,,,,,"134","10","167","3","155","6","76","6","351","13"
,,,,,,,,,,,"133","10","166","3","156","6","77","6","354","13"
,,,,,,,,,,,"134","10","165","3","157","6","76","6","355","13"
,,,,,,,,,,,"132","10","168","3","158","6","76","6","354","13"
,,,,,,,,,,,"131","10","165","3","158","6","75","6","351","13"
,,,,,,,,,,,"134","10","165","3","160","6","75","6","351","13"
,,,,,,,,,,,"135","10","163","3","159","6","75","6","350","13"
,,,,,,,,,,,"134","10","157","3","161","6","76","6","350","13"
,,,,,,,,,,,"134","10","155","3","164","6","75","6","351","13"
,,,,,,,,,,,"135","10","155","3","165","6","76","6","350","13"
,,,,,,,,,,,"137","10","157","3","164","6","77","6","351","13"
,,,,,,,,,,,"137","10","156","3","164","6","79","6","355","13"
,,,,,,,,,,,"137","10","156","3","162","6","78","6","352","13"
,,,,,,,,,,,"136","10","157","3","161","6","78","6","349","13"
,,,,,,,,,,,"135","10","160","3","160","6","78","6","348","13"
,,,,,,,,,,,"136","10","158","3","159","6","80","6","347","13"
,,,,,,,,,,,"137","10","157","3","163","6","80","6","349","13"
,,,,,,,,,,,"137","10","156","3","164","6","82","6","353","13"
,,,,,,,,,,,"138","10","155","3","164","6","82","6","352","13"
,,,,,,,,,,,"138","10","154","3","166","6","82","6","350","13"
,,,,,,,,,,,"137","10","154","3","165","6","81","6","349","13"
,,,,,,,,,,,"135","10","154","3","168","6","81","6","348","13"
,,,,,,,,,,,"137","10","155","3","167","6","83","6","353","13"
,,,,,,,,,,,"138","10","152","3","166","6","83","6","353","13"
,,,,,,,,,,,"138","10","152","3","167","6","82","6","353","13"
,,,,,,,,,,,"138","10","152","3","165","6","81","6","350","13"
,,,,,,,,,,,"138","10","155","3","164","6","81","6","349","13"
,,,,,,,,,,,"138","10","155","3","162","6","81","6","347","13"
,,,,,,,,,,,"140","10","155","3","160","6","81","6","344","13"
,,,,,,,,,,,"140","10","156","3","161","6","81","6","343","13"
,,,,,,,,,,,"140","10","159","3","161","6","82","6","347","13"
,,,,,,,,,,,"141","10","157","3","162","6","82","6","346","13"
,,,,,,,,,,,"142","10","158","3","163","6","81","6","346","13"
,,,,,,,,,,,"142","10","160","3","164","6","82","6","347","13"
,,,,,,,,,,,"144","10","159","3","164","6","82","6","348","13"
,,,,,,,,,,,"146","10","162","3","163","6","82","6","348","13"
,,,,,,,,,,,"147","10","161","3","164","6","82","6","348","13"
,,,,,,,,,,,"148","10","162","3","164","6","82","6","348","13"
,,,,,,,,,,,"147","10","161","3","165","6","82","6","348","13"
,,,,,,,,,,,"147","10","160","3","161","6","81","6","343","13"
,,,,,,,,,,,"149","10","161","3","160","6","79","6","344","13"
,,,,,,,,,,,"149","10","160","3","159","6","80","6","340","13"
,,,,,,,,,,,"150","10","157","3","157","6","80","6","342","13"
,,,,,,,,,,,"151","10","157","3","157","6","77","6","343","13"
,,,,,,,,,,,"149","10","159","3","160","6","77","6","348","13"
,,,,,,,,,,,"150","10","159","3","160","6","77","6","348","13"
,,,,,,,,,,,"149","10","160","3","157","6","76","6","349","13"
,,,,,,,,,,,"146","10","161","3","158","6","78","6","349","13"
,,,,,,,,,,,"145","10","161","3","159","6","77","6","349","13"
,,,,,,,,,,,"145","10","161","3","159","6","77","6","351","13"
,,,,,,,,,,,"145","10","160","3","159","6","78","6","352","13"
,,,,,,,,,,,"143","10","159","3","158","6","77","6","353","13"
,,,,,,,,,,,"142","10","158","3","158","6","75","6","360","13"
,,,,,,,,,,,"141","10","160","3","157","6","75","6","361","13"
,,,,,,,,,,,"142","10","157","3","158","6","75","6","362","13"
,,,,,,,,,,,"139","10","158","3","158","6","75","6","359","13"
,,,,,,,,,,,"138","10","158","3","158","6","72","6","358","13"
,,,,,,,,,,,"139","10","161","3","159","6","72","6","359","13"
,,,,,,,,,,,"138","10","160","3","161","6","71","6","362","13"
,,,,,,,,,,,"139","10","159","3","162","6","69","6","361","13"
,,,,,,,,,,,"141","10","159","3","160","6","70","6","362","13"
,,,,,,,,,,,"135","10","156","3","165","6","69","6","363","13"
,,,,,,,,,,,"136","10","156","3","166","6","69","6","363","13"
,,,,,,,,,,,"137","10","155","3","165","6","68","6","366","13"
,,,,,,,,,,,"138","10","155","3","164","6","68","6","369","13"
,,,,,,,,,,,"138","10","155","3","165","6","69","6","369","13"
,,,,,,,,,,,"136","10","155","3","164","6","68","6","368","13"
,,,,,,,,,,,"136","10","155","3","166","6","67","6","367","13"
,,,,,,,,,,,"135","10","157","3","166","6","66","6","370","13"
,,,,,,,,,,,"134","10","156","3","167","6","66","6","368","13"
,,,,,,,,,,,"133","10","156","3","169","6","67","6","367","13"
,,,,,,,,,,,"135","10","157","3","170","6","66","6","367","13"
,,,,,,,,,,,"134","10","153","3","170","6","65","6","365","13"
,,,,,,,,,,,"134","10","151","3","170","6","65","6","366","13"
,,,,,,,,,,,"135","10","151","3","171","6","65","6","366","13"
,,,,,,,,,,,"137","10","152","3","171","6","66","6","359","13"
,,,,,,,,,,,"137","10","150","3","170","6","67","6","359","13"
,,,,,,,,,,,"139","10","149","3","172","6","66","6","354","13"
,,,,,,,,,,,"139","10","147","3","173","6","65","6","360","13"
,,,,,,,,,,,"140","10","148","3","173","6","66","6","361","13"
,,,,,,,,,,,"140","10","149","3","173","6","65","6","367","13"
,,,,,,,,,,,"142","10","149","3","176","6","65","6","365","13"
,,,,,,,,,,,"140","10","150","3","176","6","65","6","365","13"
,,,,,,,,,,,"141","10","150","3","176","6","65","6","368","13"
,,,,,,,,,,,"141","10","148","3","177","6","65","6","368","13"
,,,,,,,,,,,"142","10","147","3","177","6","66","6","367","13"
,,,,,,,,,,,"141","10","149","3","173","6","66","6","368","13"
,,,,,,,,,,,"140","10","148","3","175","6","67","6","371","13"
,,,,,,,,,,,"140","10","149","3","175","6","66","6","372","13"
,,,,,,,,,,,"141","10","149","3","175","6","66","6","372","13"
,,,,,,,,,,,"139","10","150","3","176","6","65","6","371","13"
,,,,,,,,,,,"141","10","149","3","179","6","65","6","372","13"
,,,,,,,,,,,"140","10","149","3","178","6","65","6","375","13"
,,,,,,,,,,,"141","10","150","3","179","6","65","6","372","13"
,,,,,,,,,,,"141","10","151","3","179","6","64","6","373","13"
,,,,,,,,,,,"138","10","151","3","181","6","63","6","370","13"
,,,,,,,,,,,"139","10","154","3","178","6","64","6","365","13"
,,,,,,,,,,,"140","10","154","3","177","6","64","6","366","13"
,,,,,,,,,,,"138","10","154","3","174","6","64","6","369","13"
,,,,,,,,,,,"137","10","155","3","177","6","63","6","369","13"
,,,,,,,,,,,"134","10","155","3","179","6","62","6","372","13"
,,,,,,,,,,,"133","10","155","3","178","6","63","6","371","13"
,,,,,,,,,,,"136","10","153","3","176","6","64","6","368","13"
,,,,,,,,,,,"136","10","151","3","176","6","62","6","364","13"
,,,,,,,,,,,"136","10","151","3","176","6","62","6","363","13"
,,,,,,,,,,,"134","10","151","3","174","6","63","6","366","13"
,,,,,,,,,,,"135","10","149","3","175","6","63","6","368","13"
,,,,,,,,,,,"137","10","150","3","175","6","63","6","368","13"
,,,,,,,,,,,"138","10","151","3","175","6","62","6","370","13"
,,,,,,,,,,,"139","10","151","3","176","6","64","6","371","13"
,,,,,,,,,,,"140","10","152","3","176","6","64","6","369","13"
,,,,,,,,,,,"138","10","148","3","175","6","66","6","369","13"
,,,,,,,,,,,"137","10","151","3","176","6","66","6","366","13"
,,,,,,,,,,,"138","10","147","3","176","6","66","6","367","13"
,,,,,,,,,,,"137","10","146","3","177","6","65","6","367","13"
,,,,,,,,,,,"138","10","147","3","176","6","67","6","366","13"
,,,,,,,,,,,"137","10","147","3","176","6","66","6","366","13"
,,,,,,,,,,,"136","10","145","3","175","6","66","6","365","13"
,,,,,,,,,,,"135","10","146","3","175","6","64","6","365","13"
,,,,,,,,,,,"132","10","148","3","172","6","62","6","364","13"
,,,,,,,,,,,"131","10","148","3","173","6","63","6","363","13"
,,,,,,,,,,,"132","10","149","3","174","6","65","6","362","13"
,,,,,,,,,,,"131","10","148","3","175","6","66","6","362","13"
,,,,,,,,,,,"132","10","150","3","174","6","66","6","363","13"
,,,,,,,,,,,"132","10","151","3","174","6","67","6","363","13"
,,,,,,,,,,,"133","10","150","3","177","6","67","6","363","13"
,,,,,,,,,,,"131","10","150","3","179","6","67","6","364","13"
,,,,,,,,,,,"130","10","150","3","179","6","67","6","365","13"
,,,,,,,,,,,"129","10","150","3","178","6","68","6","361","13"
,,,,,,,,,,,"130","10","149","3","177","6","68","6","360","13"
,,,,,,,,,,,"128","10","151","3","175","6","68","6","362","13"
,,,,,,,,,,,"127","10","150","3","172","6","67","6","362","13"
,,,,,,,,,,,"124","10","149","3","171","6","66","6","360","13"
,,,,,,,,,,,"124","10","150","3","171","6","67","6","362","13"
,,,,,,,,,,,"122","10","150","3","171","6","66","6","358","13"
,,,,,,,,,,,"122","10","150","3","171","6","66","6","355","13"
,,,,,,,,,,,"122","10","150","3","171","6","64","6","355","13"
,,,,,,,,,,,"122","10","151","3","170","6","64","6","355","13"
,,,,,,,,,,,"120","10","153","3","171","6","64","6","353","13"
,,,,,,,,,,,"120","10","153","3","173","6","63","6","348","13"
,,,,,,,,,,,"120","10","154","3","174","6","63","6","347","13"
,,,,,,,,,,,"121","10","151","3","170","6","63","6","347","13"
,,,,,,,,,,,"120","10","151","3","169","6","63","6","342","13"
,,,,,,,,,,,"120","10","151","3","170","6","63","6","341","13"
,,,,,,,,,,,"121","10","152","3","172","6","63","6","339","13"
,,,,,,,,,,,"120","10","153","3","172","6","63","6","338","13"
,,,,,,,,,,,"122","10","152","3","172","6","64","6","340","13"
,,,,,,,,,,,"122","10","152","3","175","6","65","6","338","13"
,,,,,,,,,,,"122","10","153","3","178","6","65","6","339","13"
,,,,,,,,,,,"122","10","153","3","181","6","65","6","338","13"
,,,,,,,,,,,"121","10","154","3","180","6","67","6","337","13"
,,,,,,,,,,,"120","10","155","3","177","6","67","6","339","13"
,,,,,,,,,,,"120","10","157","3","177","6","67","6","339","13"
,,,,,,,,,,,"119","10","160","3","176","6","67","6","344","13"
,,,,,,,,,,,"118","10","160","3","176","6","67","6","344","13"
,,,,,,,,,,,"120","10","160","3","176","6","66","6","345","13"
,,,,,,,,,,,"118","10","161","3","176","6","65","6","345","13"
,,,,,,,,,,,"119","10","161","3","176","6","65","6","346","13"
,,,,,,,,,,,"119","10","163","3","177","6","64","6","346","13"
,,,,,,,,,,,"121","10","162","3","178","6","63","6","348","13"
,,,,,,,,,,,"122","10","164","3","176","6","62","6","348","13"
,,,,,,,,,,,"123","10","163","3","175","6","62","6","349","13"
,,,,,,,,,,,"124","10","161","3","177","6","62","6","350","13"
,,,,,,,,,,,"123","10","160","3","176","6","62","6","349","13"
,,,,,,,,,,,"121","10","159","3","178","6","62","6","348","13"
,,,,,,,,,,,"122","10","157","3","179","6","62","6","346","13"
,,,,,,,,,,,"123","10","157","3","179","6","62","6","344","13"
,,,,,,,,,,,"123","10","155","3","179","6","61","6","343","13"
,,,,,,,,,,,"123","10","156","3","182","6","61","6","344","13"
,,,,,,,,,,,"124","10","157","3","184","6","60","6","342","13"
,,,,,,,,,,,"123","10","157","3","182","6","59","6","342","13"
,,,,,,,,,,,"121","10","159","3","183","6","59","6","339","13"
,,,,,,,,,,,"121","10","159","3","186","6","59","6","339","13"
,,,,,,,,,,,"121","10","157","3","183","6","60","6","336","13"
,,,,,,,,,,,"121","10","157","3","185","6","60","6","332","13"
,,,,,,,,,,,"120","10","161","3","180","6","60","6","333","13"
,,,,,,,,,,,"120","10","161","3","181","6","60","6","331","13"
,,,,,,,,,,,"120","10","158","3","180","6","60","6","331","13"
,,,,,,,,,,,"121","10","158","3","181","6","63","6","333","13"
,,,,,,,,,,,"121","10","161","3","180","6","64","6","335","13"
,,,,,,,,,,,"121","10","162","3","179","6","65","6","332","13"
,,,,,,,,,,,"120","10","163","3","180","6","66","6","329","13"
,,,,,,,,,,,"117","10","165","3","180","6","67","6","329","13"
,,,,,,,,,,,"117","10","165","3","178","6","68","6","331","13"
,,,,,,,,,,,"114","10","163","3","179","6","69","6","328","13"
,,,,,,,,,,,"115","10","163","3","182","6","72","6","332","13"
,,,,,,,,,,,"113","10","165","3","183","6","73","6","332","13"
,,,,,,,,,,,"116","10","166","3","183","6","72","6","335","13"
,,,,,,,,,,,"117","10","164","3","184","6","72","6","335","13"
,,,,,,,,,,,"118","10","163","3","182","6","72","6","338","13"
,,,,,,,,,,,"117","10","162","3","181","6","74","6","338","13"
,,,,,,,,,,,"116","10","162","3","183","6","73","6","337","13"
,,,,,,,,,,,"116","10","163","3","183","6","74","6","335","13"
,,,,,,,,,,,"117","10","164","3","183","6","75","6","333","13"
,,,,,,,,,,,"118","10","163","3","180","6","76","6","334","13"
,,,,,,,,,,,"119","10","164","3","180","6","75","6","333","13"
,,,,,,,,,,,"119","10","165","3","180","6","74","6","334","13"
,,,,,,,,,,,"122","10","164","3","178","6","75","6","334","13"
,,,,,,,,,,,"123","10","164","3","178","6","75","6","338","13"
,,,,,,,,,,,"123","10","162","3","176","6","76","6","338","13"
,,,,,,,,,,,"122","10","160","3","175","6","77","6","340","13"
,,,,,,,,,,,"123","10","158","3","174","6","78","6","339","13"
,,,,,,,,,,,"123","10","160","3","173","6","75","6","342","13"
,,,,,,,,,,,"124","10","158","3","173","6","74","6","340","13"
,,,,,,,,,,,"124","10","158","3","174","6","75","6","342","13"
,,,,,,,,,,,"124","10","157","3","173","6","75","6","343","13"
,,,,,,,,,,,"125","10","158","3","173","6","75","6","344","13"
,,,,,,,,,,,"125","10","161","3","172","6","74","6","342","13"
,,,,,,,,,,,"127","10","160","3","172","6","74","6","340","13"
,,,,,,,,,,,"127","10","158","3","172","6","74","6","336","13"
,,,,,,,,,,,"127","10","154","3","173","6","75","6","338","13"
,,,,,,,,,,,"128","10","153","3","172","6","75","6","338","13"
,,,,,,,,,,,"126","10","152","3","172","6","75","6","340","13"
,,,,,,,,,,,"129","10","149","3","173","6","76","6","335","13"
,,,,,,,,,,,"131","10","149","3","172","6","76","6","338","13"
,,,,,,,,,,,"131","10","150","3","172","6","76","6","340","13"
,,,,,,,,,,,"130","10","151","3","173","6","78","6","338","13"
,,,,,,,,,,,"133","10","150","3","170","6","78","6","338","13"
,,,,,,,,,,,"132","10","148","3","170","6","80","6","334","13"
,,,,,,,,,,,"132","10","146","3","173","6","80","6","340","13"
,,,,,,,,,,,"132","10","146","3","169","6","80","6","344","13"
,,,,,,,,,,,"129","10","145","3","169","6","78","6","345","13"
,,,,,,,,,,,"130","10","146","3","168","6","79","6","343","13"
,,,,,,,,,,,"132","10","147","3","168","6","81","6","343","13"
,,,,,,,,,,,"130","10","147","3","167","6","80","6","345","13"
,,,,,,,,,,,"128","10","147","3","165","6","81","6","347","13"
,,,,,,,,,,,"128","10","147","3","166","6","80","6","351","13"
,,,,,,,,,,,"129","10","147","3","163","6","80","6","354","13"
,,,,,,,,,,,"130","10","147","3","159","6","82","6","352","13"
,,,,,,,,,,,"130","10","147","3","159","6","81","6","354","13"
,,,,,,,,,,,"131","10","146","3","158","6","81","6","356","13"
,,,,,,,,,,,"133","10","148","3","158","6","81","6","357","13"
,,,,,,,,,,,"133","10","149","3","161","6","81","6","358","13"
,,,,,,,,,,,"133","10","148","3","160","6","81","6","357","13"
,,,,,,,,,,,"134","10","150","3","158","6","82","6","354","13"
,,,,,,,,,,,"137","10","148","3","159","6","82","6","354","13"
,,,,,,,,,,,"138","10","148","3","157","6","82","6","354","13"
,,,,,,,,,,,"138","10","147","3","156","6","84","6","358","13"
,,,,,,,,,,,"139","10","148","3","156","6","83","6","359","13"
,,,,,,,,,,,"139","10","148","3","156","6","83","6","364","13"
,,,,,,,,,,,"137","10","150","3","156","6","83","6","365","13"
,,,,,,,,,,,"137","10","150","3","157","6","82","6","362","13"
,,,,,,,,,,,"137","10","152","3","160","6","82","6","364","13"
,,,,,,,,,,,"137","10","153","3","158","6","82","6","364","13"
,,,,,,,,,,,"137","10","152","3","156","6","81","6","366","13"
,,,,,,,,,,,"137","10","152","3","153","6","80","6","367","13"
,,,,,,,,,,,"138","10","151","3","150","6","81","6","369","13"
,,,,,,,,,,,"139","10","151","3","150","6","81","6","368","13"
,,,,,,,,,,,"137","10","150","3","147","6","81","6","367","13"
,,,,,,,,,,,"136","10","150","3","145","6","82","6","367","13"
,,,,,,,,,,,"136","10","150","3","144","6","81","6","369","13"
,,,,,,,,,,,"136","10","150","3","144","6","81","6","372","13"
,,,,,,,,,,,"137","10","150","3","141","6","82","6","372","13"
,,,,,,,,,,,"134","10","151","3","143","6","81","6","373","13"
,,,,,,,,,,,"135","10","149","3","142","6","81","6","373","13"
,,,,,,,,,,,"136","10","150","3","143","6","80","6","374","13"
,,,,,,,,,,,"133","10","151","3","142","6","81","6","375","13"
,,,,,,,,,,,"135","10","152","3","142","6","80","6","378","13"
,,,,,,,,,,,"136","10","152","3","141","6","78","6","376","13"
,,,,,,,,,,,"135","10","151","3","140","6","79","6","380","13"
,,,,,,,,,,,"133","10","152","3","137","6","79","6","383","13"
,,,,,,,,,,,"133","10","153","3","137","6","78","6","379","13"
,,,,,,,,,,,"132","10","152","3","139","6","78","6","384","13"
,,,,,,,,,,,"129","10","153","3","136","6","78","6","387","13"
,,,,,,,,,,,"131","10","151","3","138","6","77","6","385","13"
,,,,,,,,,,,"133","10","150","3","137","6","77","6","383","13"
,,,,,,,,,,,"133","10","148","3","137","6","76","6","381","13"
,,,,,,,,,,,"135","10","149","3","141","6","73","6","383","13"
,,,,,,,,,,,"134","10","148","3","141","6","73","6","384","13"
,,,,,,,,,,,"132","10","147","3","141","6","72","6","386","13"
,,,,,,,,,,,"131","10","148","3","140","6","71","6","388","13"
,,,,,,,,,,,"132","10","148","3","141","6","70","6","388","13"
,,,,,,,,,,,"134","10","147","3","143","6","70","6","389","13"
,,,,,,,,,,,"134","10","149","3","146","6","71","6","389","13"
,,,,,,,,,,,"133","10","146","3","145","6","72","6","388","13"
,,,,,,,,,,,"133","10","147","3","146","6","72","6","387","13"
,,,,,,,,,,,"136","10","147","3","146","6","70","6","389","13"
,,,,,,,,,,,"137","10","143","3","146","6","71","6","389","13"
,,,,,,,,,,,"136","10","143","3","145","6","71","6","387","13"
,,,,,,,,,,,"137","10","145","3","145","6","71","6","386","13"
,,,,,,,,,,,"138","10","146","3","144","6","73","6","384","13"
,,,,,,,,,,,"137","10","142","3","144","6","73","6","383","13"
,,,,,,,,,,,"138","10","142","3","145","6","73","6","388","13"
,,,,,,,,,,,"138","10","143","3","144","6","72","6","393","13"
,,,,,,,,,,,"138","10","143","3","147","6","72","6","392","13"
,,,,,,,,,,,"137","10","144","3","147","6","73","6","395","13"
,,,,,,,,,,,"135","10","144","3","146","6","71","6","396","13"
,,,,,,,,,,,"134","10","145","3","148","6","72","6","400","13"
,,,,,,,,,,,"134","10","143","3","148","6","73","6","396","13"
,,,,,,,,,,,"134","10","144","3","148","6","75","6","397","13"
,,,,,,,,,,,"132","10","145","3","148","6","75","6","396","13"
,,,,,,,,,,,"132","10","145","3","149","6","74","6","396","13"
,,,,,,,,,,,"132","10","144","3","150","6","73","6","392","13"
,,,,,,,,,,,"132","10","146","3","149","6","72","6","391","13"
,,,,,,,,,,,"130","10","147","3","151","6","73","6","392","13"
,,,,,,,,,,,"130","10","147","3","151","6","73","6","389","13"
,,,,,,,,,,,"131","10","148","3","150","6","74","6","389","13"
,,,,,,,,,,,"131","10","144","3","151","6","73","6","388","13"
,,,,,,,,,,,"131","10","144","3","151","6","72","6","388","13"
,,,,,,,,,,,"131","10","142","3","150","6","72","6","392","13"
,,,,,,,,,,,"133","10","143","3","150","6","75","6","393","13"
,,,,,,,,,,,"132","10","143","3","151","6","74","6","396","13"
,,,,,,,,,,,"131","10","142","3","152","6","74","6","396","13"
,,,,,,,,,,,"132","10","143","3","152","6","74","6","392","13"
,,,,,,,,,,,"133","10","145","3","151","6","74","6","386","13"
,,,,,,,,,,,"134","10","144","3","153","6","75","6","388","13"
,,,,,,,,,,,"134","10","145","3","153","6","73","6","390","13"
,,,,,,,,,,,"135","10","146","3","154","6","73","6","390","13"
,,,,,,,,,,,"132","10","145","3","153","6","72","6","390","13"
,,,,,,,,,,,"131","10","146","3","155","6","71","6","388","13"
,,,,,,,,,,,"131","10","145","3","157","6","71","6","390","13"
,,,,,,,,,,,"130","10","146","3","157","6","69","6","392","13"
,,,,,,,,,,,"131","10","146","3","157","6","68","6","393","13"
,,,,,,,,,,,"133","10","147","3","157","6","68","6","394","13"
,,,,,,,,,,,"131","10","148","3","158","6","66","6","392","13"
,,,,,,,,,,,"133","10","148","3","157","6","66","6","392","13"
,,,,,,,,,,,"132","10","148","3","156","6","63","6","394","13"
,,,,,,,,,,,"133","10","148","3","156","6","63","6","393","13"
,,,,,,,,,,,"134","10","148","3","158","6","63","6","394","13"
,,,,,,,,,,,"134","10","147","3","157","6","63","6","398","13"
,,,,,,,,,,,"133","10","145","3","159","6","63","6","399","13"
,,,,,,,,,,,"133","10","145","3","160","6","61","6","400","13"
,,,,,,,,,,,"134","10","143","3","162","6","62","6","402","13"
,,,,,,,,,,,"134","10","145","3","162","6","64","6","405","13"
,,,,,,,,,,,"133","10","148","3","160","6","64","6","404","13"
,,,,,,,,,,,"133","10","145","3","157","6","65","6","403","13"
,,,,,,,,,,,"134","10","147","3","158","6","63","6","402","13"
,,,,,,,,,,,"133","10","147","3","160","6","62","6","402","13"
,,,,,,,,,,,"135","10","148","3","160","6","61","6","399","13"
,,,,,,,,,,,"134","10","150","3","160","6","61","6","399","13"
,,,,,,,,,,,"135","10","149","3","159","6","61","6","398","13"
,,,,,,,,,,,"133","10","149","3","161","6","61","6","395","13"
,,,,,,,,,,,"132","10","149","3","160","6","61","6","399","13"
,,,,,,,,,,,"132","10","151","3","157","6","61","6","401","13"
,,,,,,,,,,,"133","10","150","3","156","6","61","6","402","13"
,,,,,,,,,,,"133","10","149","3","155","6","62","6","402","13"
,,,,,,,,,,,"134","10","149","3","156","6","62","6","402","13"
,,,,,,,,,,,"133","10","148","3","158","6","61","6","398","13"
,,,,,,,,,,,"133","10","149","3","161","6","61","6","399","13"
,,,,,,,,,,,"133","10","147","3","160","6","63","6","400","13"
,,,,,,,,,,,"135","10","149","3","161","6","62","6","403","13"
,,,,,,,,,,,"136","10","150","3","161","6","62","6","403","13"
